zone_id,zone_name,visitor_count,timestamp,entrance_id
electronics,Electronics,390,2026-05-31 19:00:00,entrance_north
sporting,Sporting,371,2026-05-31 19:00:00,entrance_east
beauty,Beauty,389,2026-05-31 19:00:00,entrance_west
entertainment,Entertainment,167,2026-05-31 19:00:00,entrance_south
food_court,Food Court,318,2026-05-31 20:00:00,entrance_east
fashion_floor,Fashion Floor,364,2026-05-31 20:00:00,entrance_west
electronics,Electronics,242,2026-05-31 20:00:00,entrance_south
sporting,Sporting,199,2026-05-31 20:00:00,entrance_east
beauty,Beauty,436,2026-05-31 20:00:00,entrance_north
entertainment,Entertainment,232,2026-05-31 20:00:00,entrance_south
food_court,Food Court,123,2026-05-31 21:00:00,entrance_east
fashion_floor,Fashion Floor,40,2026-05-31 21:00:00,entrance_south
electronics,Electronics,60,2026-05-31 21:00:00,entrance_north
sporting,Sporting,103,2026-05-31 21:00:00,entrance_east
beauty,Beauty,87,2026-05-31 21:00:00,entrance_north
entertainment,Entertainment,115,2026-05-31 21:00:00,entrance_south
food_court,Food Court,37,2026-05-30 09:00:00,entrance_south
fashion_floor,Fashion Floor,38,2026-05-30 09:00:00,entrance_west
electronics,Electronics,112,2026-05-30 09:00:00,entrance_south
sporting,Sporting,49,2026-05-30 09:00:00,entrance_west
beauty,Beauty,78,2026-05-30 09:00:00,entrance_south
entertainment,Entertainment,51,2026-05-30 09:00:00,entrance_north
food_court,Food Court,139,2026-05-30 10:00:00,entrance_west
fashion_floor,Fashion Floor,132,2026-05-30 10:00:00,entrance_south
electronics,Electronics,110,2026-05-30 10:00:00,entrance_north
sporting,Sporting,95,2026-05-30 10:00:00,entrance_south
beauty,Beauty,79,2026-05-30 10:00:00,entrance_east
entertainment,Entertainment,123,2026-05-30 10:00:00,entrance_east
food_court,Food Court,134,2026-05-30 11:00:00,entrance_east
fashion_floor,Fashion Floor,105,2026-05-30 11:00:00,entrance_north
electronics,Electronics,124,2026-05-30 11:00:00,entrance_south
sporting,Sporting,106,2026-05-30 11:00:00,entrance_west
beauty,Beauty,41,2026-05-30 11:00:00,entrance_east
entertainment,Entertainment,187,2026-05-30 11:00:00,entrance_north
food_court,Food Court,173,2026-05-30 12:00:00,entrance_north
fashion_floor,Fashion Floor,208,2026-05-30 12:00:00,entrance_east
electronics,Electronics,227,2026-05-30 12:00:00,entrance_north
sporting,Sporting,351,2026-05-30 12:00:00,entrance_south
beauty,Beauty,406,2026-05-30 12:00:00,entrance_south
entertainment,Entertainment,121,2026-05-30 12:00:00,entrance_south
food_court,Food Court,255,2026-05-30 13:00:00,entrance_south
fashion_floor,Fashion Floor,239,2026-05-30 13:00:00,entrance_south
electronics,Electronics,467,2026-05-30 13:00:00,entrance_east
sporting,Sporting,283,2026-05-30 13:00:00,entrance_west
beauty,Beauty,294,2026-05-30 13:00:00,entrance_south
entertainment,Entertainment,328,2026-05-30 13:00:00,entrance_east
food_court,Food Court,305,2026-05-30 14:00:00,entrance_west
fashion_floor,Fashion Floor,329,2026-05-30 14:00:00,entrance_east
electronics,Electronics,198,2026-05-30 14:00:00,entrance_north
sporting,Sporting,132,2026-05-30 14:00:00,entrance_west
beauty,Beauty,163,2026-05-30 14:00:00,entrance_north
entertainment,Entertainment,216,2026-05-30 14:00:00,entrance_west
food_court,Food Court,165,2026-05-30 15:00:00,entrance_east
fashion_floor,Fashion Floor,78,2026-05-30 15:00:00,entrance_east
electronics,Electronics,95,2026-05-30 15:00:00,entrance_west
sporting,Sporting,106,2026-05-30 15:00:00,entrance_south
beauty,Beauty,54,2026-05-30 15:00:00,entrance_north
entertainment,Entertainment,111,2026-05-30 15:00:00,entrance_east
food_court,Food Court,88,2026-05-30 16:00:00,entrance_west
fashion_floor,Fashion Floor,70,2026-05-30 16:00:00,entrance_south
electronics,Electronics,85,2026-05-30 16:00:00,entrance_west
sporting,Sporting,132,2026-05-30 16:00:00,entrance_west
beauty,Beauty,76,2026-05-30 16:00:00,entrance_west
entertainment,Entertainment,122,2026-05-30 16:00:00,entrance_west
food_court,Food Court,76,2026-05-30 17:00:00,entrance_west
fashion_floor,Fashion Floor,70,2026-05-30 17:00:00,entrance_south
electronics,Electronics,37,2026-05-30 17:00:00,entrance_north
sporting,Sporting,57,2026-05-30 17:00:00,entrance_west
beauty,Beauty,126,2026-05-30 17:00:00,entrance_south
entertainment,Entertainment,69,2026-05-30 17:00:00,entrance_north
food_court,Food Court,413,2026-05-30 18:00:00,entrance_south
fashion_floor,Fashion Floor,283,2026-05-30 18:00:00,entrance_west
electronics,Electronics,196,2026-05-30 18:00:00,entrance_south
sporting,Sporting,369,2026-05-30 18:00:00,entrance_north
beauty,Beauty,413,2026-05-30 18:00:00,entrance_north
entertainment,Entertainment,542,2026-05-30 18:00:00,entrance_south
food_court,Food Court,376,2026-05-30 19:00:00,entrance_west
fashion_floor,Fashion Floor,364,2026-05-30 19:00:00,entrance_north
electronics,Electronics,253,2026-05-30 19:00:00,entrance_north
sporting,Sporting,200,2026-05-30 19:00:00,entrance_north
beauty,Beauty,336,2026-05-30 19:00:00,entrance_north
entertainment,Entertainment,434,2026-05-30 19:00:00,entrance_south
food_court,Food Court,276,2026-05-30 20:00:00,entrance_west
fashion_floor,Fashion Floor,278,2026-05-30 20:00:00,entrance_south
electronics,Electronics,357,2026-05-30 20:00:00,entrance_south
sporting,Sporting,330,2026-05-30 20:00:00,entrance_south
beauty,Beauty,383,2026-05-30 20:00:00,entrance_south
entertainment,Entertainment,258,2026-05-30 20:00:00,entrance_west
food_court,Food Court,135,2026-05-30 21:00:00,entrance_south
fashion_floor,Fashion Floor,82,2026-05-30 21:00:00,entrance_east
electronics,Electronics,114,2026-05-30 21:00:00,entrance_west
sporting,Sporting,66,2026-05-30 21:00:00,entrance_south
beauty,Beauty,134,2026-05-30 21:00:00,entrance_south
entertainment,Entertainment,127,2026-05-30 21:00:00,entrance_west
food_court,Food Court,78,2026-05-29 09:00:00,entrance_east
fashion_floor,Fashion Floor,47,2026-05-29 09:00:00,entrance_north
electronics,Electronics,48,2026-05-29 09:00:00,entrance_east
sporting,Sporting,56,2026-05-29 09:00:00,entrance_north
beauty,Beauty,67,2026-05-29 09:00:00,entrance_west
entertainment,Entertainment,38,2026-05-29 09:00:00,entrance_west
food_court,Food Court,70,2026-05-29 10:00:00,entrance_south
fashion_floor,Fashion Floor,61,2026-05-29 10:00:00,entrance_west
electronics,Electronics,53,2026-05-29 10:00:00,entrance_west
sporting,Sporting,29,2026-05-29 10:00:00,entrance_west
beauty,Beauty,69,2026-05-29 10:00:00,entrance_east
entertainment,Entertainment,23,2026-05-29 10:00:00,entrance_south
food_court,Food Court,90,2026-05-29 11:00:00,entrance_west
fashion_floor,Fashion Floor,34,2026-05-29 11:00:00,entrance_south
electronics,Electronics,67,2026-05-29 11:00:00,entrance_west
sporting,Sporting,42,2026-05-29 11:00:00,entrance_east
beauty,Beauty,78,2026-05-29 11:00:00,entrance_north
entertainment,Entertainment,66,2026-05-29 11:00:00,entrance_west
food_court,Food Court,116,2026-05-29 12:00:00,entrance_west
fashion_floor,Fashion Floor,185,2026-05-29 12:00:00,entrance_south
electronics,Electronics,176,2026-05-29 12:00:00,entrance_west
sporting,Sporting,249,2026-05-29 12:00:00,entrance_north
beauty,Beauty,124,2026-05-29 12:00:00,entrance_north
entertainment,Entertainment,210,2026-05-29 12:00:00,entrance_north
food_court,Food Court,245,2026-05-29 13:00:00,entrance_west
fashion_floor,Fashion Floor,175,2026-05-29 13:00:00,entrance_west
electronics,Electronics,177,2026-05-29 13:00:00,entrance_west
sporting,Sporting,189,2026-05-29 13:00:00,entrance_east
beauty,Beauty,175,2026-05-29 13:00:00,entrance_north
entertainment,Entertainment,152,2026-05-29 13:00:00,entrance_east
food_court,Food Court,218,2026-05-29 14:00:00,entrance_west
fashion_floor,Fashion Floor,196,2026-05-29 14:00:00,entrance_east
electronics,Electronics,93,2026-05-29 14:00:00,entrance_west
sporting,Sporting,132,2026-05-29 14:00:00,entrance_east
beauty,Beauty,138,2026-05-29 14:00:00,entrance_east
entertainment,Entertainment,247,2026-05-29 14:00:00,entrance_north
food_court,Food Court,48,2026-05-29 15:00:00,entrance_north
fashion_floor,Fashion Floor,72,2026-05-29 15:00:00,entrance_north
electronics,Electronics,76,2026-05-29 15:00:00,entrance_east
sporting,Sporting,84,2026-05-29 15:00:00,entrance_north
beauty,Beauty,57,2026-05-29 15:00:00,entrance_west
entertainment,Entertainment,46,2026-05-29 15:00:00,entrance_north
food_court,Food Court,86,2026-05-29 16:00:00,entrance_west
fashion_floor,Fashion Floor,65,2026-05-29 16:00:00,entrance_east
electronics,Electronics,50,2026-05-29 16:00:00,entrance_west
sporting,Sporting,56,2026-05-29 16:00:00,entrance_south
beauty,Beauty,100,2026-05-29 16:00:00,entrance_north
entertainment,Entertainment,32,2026-05-29 16:00:00,entrance_south
food_court,Food Court,25,2026-05-29 17:00:00,entrance_north
fashion_floor,Fashion Floor,84,2026-05-29 17:00:00,entrance_north
electronics,Electronics,90,2026-05-29 17:00:00,entrance_east
sporting,Sporting,65,2026-05-29 17:00:00,entrance_west
beauty,Beauty,51,2026-05-29 17:00:00,entrance_east
entertainment,Entertainment,42,2026-05-29 17:00:00,entrance_east
food_court,Food Court,263,2026-05-29 18:00:00,entrance_east
fashion_floor,Fashion Floor,276,2026-05-29 18:00:00,entrance_east
electronics,Electronics,177,2026-05-29 18:00:00,entrance_east
sporting,Sporting,215,2026-05-29 18:00:00,entrance_east
beauty,Beauty,271,2026-05-29 18:00:00,entrance_north
entertainment,Entertainment,132,2026-05-29 18:00:00,entrance_north
food_court,Food Court,219,2026-05-29 19:00:00,entrance_south
fashion_floor,Fashion Floor,147,2026-05-29 19:00:00,entrance_east
electronics,Electronics,161,2026-05-29 19:00:00,entrance_west
sporting,Sporting,150,2026-05-29 19:00:00,entrance_north
beauty,Beauty,174,2026-05-29 19:00:00,entrance_south
entertainment,Entertainment,115,2026-05-29 19:00:00,entrance_west
food_court,Food Court,193,2026-05-29 20:00:00,entrance_south
fashion_floor,Fashion Floor,201,2026-05-29 20:00:00,entrance_west
electronics,Electronics,222,2026-05-29 20:00:00,entrance_north
sporting,Sporting,286,2026-05-29 20:00:00,entrance_east
beauty,Beauty,258,2026-05-29 20:00:00,entrance_west
entertainment,Entertainment,243,2026-05-29 20:00:00,entrance_west
food_court,Food Court,68,2026-05-29 21:00:00,entrance_north
fashion_floor,Fashion Floor,89,2026-05-29 21:00:00,entrance_east
electronics,Electronics,59,2026-05-29 21:00:00,entrance_west
sporting,Sporting,61,2026-05-29 21:00:00,entrance_east
beauty,Beauty,95,2026-05-29 21:00:00,entrance_north
entertainment,Entertainment,83,2026-05-29 21:00:00,entrance_south
food_court,Food Court,27,2026-05-28 09:00:00,entrance_east
fashion_floor,Fashion Floor,76,2026-05-28 09:00:00,entrance_north
electronics,Electronics,39,2026-05-28 09:00:00,entrance_west
sporting,Sporting,22,2026-05-28 09:00:00,entrance_east
beauty,Beauty,56,2026-05-28 09:00:00,entrance_west
entertainment,Entertainment,73,2026-05-28 09:00:00,entrance_north
food_court,Food Court,76,2026-05-28 10:00:00,entrance_east
fashion_floor,Fashion Floor,58,2026-05-28 10:00:00,entrance_south
electronics,Electronics,45,2026-05-28 10:00:00,entrance_south
sporting,Sporting,67,2026-05-28 10:00:00,entrance_west
beauty,Beauty,92,2026-05-28 10:00:00,entrance_north
entertainment,Entertainment,23,2026-05-28 10:00:00,entrance_north
food_court,Food Court,81,2026-05-28 11:00:00,entrance_south
fashion_floor,Fashion Floor,80,2026-05-28 11:00:00,entrance_east
electronics,Electronics,60,2026-05-28 11:00:00,entrance_east
sporting,Sporting,48,2026-05-28 11:00:00,entrance_west
beauty,Beauty,71,2026-05-28 11:00:00,entrance_west
entertainment,Entertainment,86,2026-05-28 11:00:00,entrance_east
food_court,Food Court,228,2026-05-28 12:00:00,entrance_east
fashion_floor,Fashion Floor,247,2026-05-28 12:00:00,entrance_north
electronics,Electronics,213,2026-05-28 12:00:00,entrance_north
sporting,Sporting,170,2026-05-28 12:00:00,entrance_south
beauty,Beauty,120,2026-05-28 12:00:00,entrance_west
entertainment,Entertainment,166,2026-05-28 12:00:00,entrance_east
food_court,Food Court,82,2026-05-28 13:00:00,entrance_east
fashion_floor,Fashion Floor,219,2026-05-28 13:00:00,entrance_east
electronics,Electronics,237,2026-05-28 13:00:00,entrance_north
sporting,Sporting,125,2026-05-28 13:00:00,entrance_east
beauty,Beauty,161,2026-05-28 13:00:00,entrance_south
entertainment,Entertainment,86,2026-05-28 13:00:00,entrance_east
food_court,Food Court,230,2026-05-28 14:00:00,entrance_east
fashion_floor,Fashion Floor,219,2026-05-28 14:00:00,entrance_west
electronics,Electronics,95,2026-05-28 14:00:00,entrance_south
sporting,Sporting,168,2026-05-28 14:00:00,entrance_east
beauty,Beauty,105,2026-05-28 14:00:00,entrance_north
entertainment,Entertainment,81,2026-05-28 14:00:00,entrance_west
food_court,Food Court,64,2026-05-28 15:00:00,entrance_south
fashion_floor,Fashion Floor,22,2026-05-28 15:00:00,entrance_east
electronics,Electronics,90,2026-05-28 15:00:00,entrance_south
sporting,Sporting,25,2026-05-28 15:00:00,entrance_west
beauty,Beauty,57,2026-05-28 15:00:00,entrance_west
entertainment,Entertainment,42,2026-05-28 15:00:00,entrance_south
food_court,Food Court,44,2026-05-28 16:00:00,entrance_east
fashion_floor,Fashion Floor,94,2026-05-28 16:00:00,entrance_east
electronics,Electronics,92,2026-05-28 16:00:00,entrance_west
sporting,Sporting,84,2026-05-28 16:00:00,entrance_north
beauty,Beauty,69,2026-05-28 16:00:00,entrance_east
entertainment,Entertainment,42,2026-05-28 16:00:00,entrance_east
food_court,Food Court,72,2026-05-28 17:00:00,entrance_south
fashion_floor,Fashion Floor,70,2026-05-28 17:00:00,entrance_west
electronics,Electronics,31,2026-05-28 17:00:00,entrance_west
sporting,Sporting,35,2026-05-28 17:00:00,entrance_east
beauty,Beauty,84,2026-05-28 17:00:00,entrance_south
entertainment,Entertainment,82,2026-05-28 17:00:00,entrance_west
food_court,Food Court,109,2026-05-28 18:00:00,entrance_west
fashion_floor,Fashion Floor,248,2026-05-28 18:00:00,entrance_west
electronics,Electronics,143,2026-05-28 18:00:00,entrance_north
sporting,Sporting,264,2026-05-28 18:00:00,entrance_east
beauty,Beauty,275,2026-05-28 18:00:00,entrance_south
entertainment,Entertainment,149,2026-05-28 18:00:00,entrance_east
food_court,Food Court,146,2026-05-28 19:00:00,entrance_south
fashion_floor,Fashion Floor,250,2026-05-28 19:00:00,entrance_south
electronics,Electronics,285,2026-05-28 19:00:00,entrance_south
sporting,Sporting,289,2026-05-28 19:00:00,entrance_east
beauty,Beauty,269,2026-05-28 19:00:00,entrance_north
entertainment,Entertainment,150,2026-05-28 19:00:00,entrance_east
food_court,Food Court,155,2026-05-28 20:00:00,entrance_south
fashion_floor,Fashion Floor,144,2026-05-28 20:00:00,entrance_north
electronics,Electronics,118,2026-05-28 20:00:00,entrance_east
sporting,Sporting,293,2026-05-28 20:00:00,entrance_west
beauty,Beauty,108,2026-05-28 20:00:00,entrance_east
entertainment,Entertainment,204,2026-05-28 20:00:00,entrance_east
food_court,Food Court,31,2026-05-28 21:00:00,entrance_east
fashion_floor,Fashion Floor,36,2026-05-28 21:00:00,entrance_north
electronics,Electronics,51,2026-05-28 21:00:00,entrance_south
sporting,Sporting,52,2026-05-28 21:00:00,entrance_west
beauty,Beauty,80,2026-05-28 21:00:00,entrance_west
entertainment,Entertainment,54,2026-05-28 21:00:00,entrance_east
food_court,Food Court,31,2026-05-27 09:00:00,entrance_south
fashion_floor,Fashion Floor,46,2026-05-27 09:00:00,entrance_east
electronics,Electronics,55,2026-05-27 09:00:00,entrance_south
sporting,Sporting,87,2026-05-27 09:00:00,entrance_east
beauty,Beauty,21,2026-05-27 09:00:00,entrance_north
entertainment,Entertainment,70,2026-05-27 09:00:00,entrance_west
food_court,Food Court,83,2026-05-27 10:00:00,entrance_west
fashion_floor,Fashion Floor,97,2026-05-27 10:00:00,entrance_north
electronics,Electronics,20,2026-05-27 10:00:00,entrance_north
sporting,Sporting,32,2026-05-27 10:00:00,entrance_north
beauty,Beauty,52,2026-05-27 10:00:00,entrance_north
entertainment,Entertainment,91,2026-05-27 10:00:00,entrance_west
food_court,Food Court,47,2026-05-27 11:00:00,entrance_east
fashion_floor,Fashion Floor,78,2026-05-27 11:00:00,entrance_west
electronics,Electronics,62,2026-05-27 11:00:00,entrance_south
sporting,Sporting,54,2026-05-27 11:00:00,entrance_west
beauty,Beauty,88,2026-05-27 11:00:00,entrance_east
entertainment,Entertainment,44,2026-05-27 11:00:00,entrance_east
food_court,Food Court,104,2026-05-27 12:00:00,entrance_north
fashion_floor,Fashion Floor,113,2026-05-27 12:00:00,entrance_north
electronics,Electronics,237,2026-05-27 12:00:00,entrance_east
sporting,Sporting,249,2026-05-27 12:00:00,entrance_south
beauty,Beauty,121,2026-05-27 12:00:00,entrance_west
entertainment,Entertainment,197,2026-05-27 12:00:00,entrance_east
food_court,Food Court,85,2026-05-27 13:00:00,entrance_west
fashion_floor,Fashion Floor,139,2026-05-27 13:00:00,entrance_west
electronics,Electronics,126,2026-05-27 13:00:00,entrance_west
sporting,Sporting,122,2026-05-27 13:00:00,entrance_north
beauty,Beauty,215,2026-05-27 13:00:00,entrance_east
entertainment,Entertainment,144,2026-05-27 13:00:00,entrance_east
food_court,Food Court,214,2026-05-27 14:00:00,entrance_north
fashion_floor,Fashion Floor,177,2026-05-27 14:00:00,entrance_south
electronics,Electronics,149,2026-05-27 14:00:00,entrance_south
sporting,Sporting,226,2026-05-27 14:00:00,entrance_east
beauty,Beauty,101,2026-05-27 14:00:00,entrance_north
entertainment,Entertainment,250,2026-05-27 14:00:00,entrance_west
food_court,Food Court,99,2026-05-27 15:00:00,entrance_east
fashion_floor,Fashion Floor,41,2026-05-27 15:00:00,entrance_west
electronics,Electronics,62,2026-05-27 15:00:00,entrance_west
sporting,Sporting,59,2026-05-27 15:00:00,entrance_east
beauty,Beauty,42,2026-05-27 15:00:00,entrance_south
entertainment,Entertainment,66,2026-05-27 15:00:00,entrance_north
food_court,Food Court,39,2026-05-27 16:00:00,entrance_north
fashion_floor,Fashion Floor,31,2026-05-27 16:00:00,entrance_east
electronics,Electronics,55,2026-05-27 16:00:00,entrance_south
sporting,Sporting,77,2026-05-27 16:00:00,entrance_north
beauty,Beauty,65,2026-05-27 16:00:00,entrance_east
entertainment,Entertainment,57,2026-05-27 16:00:00,entrance_east
food_court,Food Court,35,2026-05-27 17:00:00,entrance_west
fashion_floor,Fashion Floor,23,2026-05-27 17:00:00,entrance_west
electronics,Electronics,50,2026-05-27 17:00:00,entrance_east
sporting,Sporting,58,2026-05-27 17:00:00,entrance_north
beauty,Beauty,30,2026-05-27 17:00:00,entrance_east
entertainment,Entertainment,93,2026-05-27 17:00:00,entrance_south
food_court,Food Court,266,2026-05-27 18:00:00,entrance_west
