tenant_id,sku,product_name,category,quantity_available,last_updated
stridecore,STRIDECORE-920-6,Womens T-Shirt,SPORTING,10,2026-06-01 02:15:22
stridecore,STRIDECORE-713-7,Womens T-Shirt,SPORTING,32,2026-06-01 02:15:22
stridecore,STRIDECORE-118-8,Mens Jacket,SPORTING,39,2026-06-01 02:15:22
stridecore,STRIDECORE-221-9,Mens Socks,SPORTING,46,2026-06-01 02:15:22
stridecore,STRIDECORE-413-10,Mens Sweater,SPORTING,21,2026-06-01 02:15:22
stridecore,STRIDECORE-619-11,Mens T-Shirt,SPORTING,13,2026-06-01 02:15:22
stridecore,STRIDECORE-470-12,Mens Jacket,SPORTING,55,2026-06-01 02:15:22
stridecore,STRIDECORE-244-13,Womens Dress,SPORTING,39,2026-06-01 02:15:22
stridecore,STRIDECORE-697-14,Mens Dress,SPORTING,41,2026-06-01 02:15:22
stridecore,STRIDECORE-637-15,Mens Socks,SPORTING,18,2026-06-01 02:15:22
stridecore,STRIDECORE-663-16,Kids Socks,SPORTING,18,2026-06-01 02:15:22
stridecore,STRIDECORE-125-17,Womens Dress,SPORTING,41,2026-06-01 02:15:22
stridecore,STRIDECORE-122-18,Kids Jacket,SPORTING,33,2026-06-01 02:15:22
stridecore,STRIDECORE-435-19,Mens Socks,SPORTING,9,2026-06-01 02:15:22
levi_and_co,LEVI_AND_CO-815-0,Mens Jeans,FASHION,74,2026-06-01 02:15:22
levi_and_co,LEVI_AND_CO-515-1,Kids Sneakers,FASHION,49,2026-06-01 02:15:22
levi_and_co,LEVI_AND_CO-827-2,Mens Sneakers,FASHION,65,2026-06-01 02:15:22
levi_and_co,LEVI_AND_CO-796-3,Womens T-Shirt,FASHION,14,2026-06-01 02:15:22
levi_and_co,LEVI_AND_CO-169-4,Mens Jeans,FASHION,71,2026-06-01 02:15:22
levi_and_co,LEVI_AND_CO-565-5,Mens Socks,FASHION,12,2026-06-01 02:15:22
levi_and_co,LEVI_AND_CO-538-6,Kids Socks,FASHION,6,2026-06-01 02:15:22
levi_and_co,LEVI_AND_CO-809-7,Womens T-Shirt,FASHION,30,2026-06-01 02:15:22
levi_and_co,LEVI_AND_CO-503-8,Womens T-Shirt,FASHION,3,2026-06-01 02:15:22
levi_and_co,LEVI_AND_CO-610-9,Mens Sneakers,FASHION,71,2026-06-01 02:15:22
levi_and_co,LEVI_AND_CO-482-10,Womens T-Shirt,FASHION,47,2026-06-01 02:15:22
levi_and_co,LEVI_AND_CO-258-11,Kids T-Shirt,FASHION,68,2026-06-01 02:15:22
levi_and_co,LEVI_AND_CO-455-12,Mens Jacket,FASHION,62,2026-06-01 02:15:22
levi_and_co,LEVI_AND_CO-871-13,Kids Jacket,FASHION,16,2026-06-01 02:15:22
levi_and_co,LEVI_AND_CO-993-14,Mens Sneakers,FASHION,47,2026-06-01 02:15:22
levi_and_co,LEVI_AND_CO-344-15,Womens Jeans,FASHION,3,2026-06-01 02:15:22
levi_and_co,LEVI_AND_CO-636-16,Womens Dress,FASHION,54,2026-06-01 02:15:22
levi_and_co,LEVI_AND_CO-684-17,Womens Jeans,FASHION,32,2026-06-01 02:15:22
levi_and_co,LEVI_AND_CO-172-18,Mens Dress,FASHION,62,2026-06-01 02:15:22
levi_and_co,LEVI_AND_CO-529-19,Mens T-Shirt,FASHION,50,2026-06-01 02:15:22
solene,SOLENE-174-0,Mens Jeans,FASHION,50,2026-06-01 02:15:22
solene,SOLENE-978-1,Womens Jeans,FASHION,24,2026-06-01 02:15:22
solene,SOLENE-153-2,Mens Sweater,FASHION,17,2026-06-01 02:15:22
solene,SOLENE-655-3,Kids Jeans,FASHION,12,2026-06-01 02:15:22
solene,SOLENE-286-4,Mens Sweater,FASHION,2,2026-06-01 02:15:22
solene,SOLENE-837-5,Kids Sweater,FASHION,41,2026-06-01 02:15:22
solene,SOLENE-642-6,Kids Jacket,FASHION,29,2026-06-01 02:15:22
solene,SOLENE-223-7,Mens T-Shirt,FASHION,64,2026-06-01 02:15:22
solene,SOLENE-927-8,Womens Sweater,FASHION,66,2026-06-01 02:15:22
solene,SOLENE-978-9,Kids Sneakers,FASHION,15,2026-06-01 02:15:22
solene,SOLENE-136-10,Kids Socks,FASHION,56,2026-06-01 02:15:22
solene,SOLENE-358-11,Kids Jacket,FASHION,40,2026-06-01 02:15:22
solene,SOLENE-430-12,Kids Sweater,FASHION,69,2026-06-01 02:15:22
solene,SOLENE-692-13,Mens T-Shirt,FASHION,32,2026-06-01 02:15:22
solene,SOLENE-396-14,Womens Dress,FASHION,54,2026-06-01 02:15:22
solene,SOLENE-946-15,Kids T-Shirt,FASHION,70,2026-06-01 02:15:22
solene,SOLENE-330-16,Mens Sweater,FASHION,43,2026-06-01 02:15:22
solene,SOLENE-662-17,Womens Dress,FASHION,29,2026-06-01 02:15:22
solene,SOLENE-807-18,Kids Jeans,FASHION,24,2026-06-01 02:15:22
solene,SOLENE-372-19,Womens T-Shirt,FASHION,75,2026-06-01 02:15:22
arca,ARCA-889-0,Womens T-Shirt,FASHION,52,2026-06-01 02:15:22
arca,ARCA-253-1,Mens T-Shirt,FASHION,19,2026-06-01 02:15:22
arca,ARCA-850-2,Womens Jacket,FASHION,38,2026-06-01 02:15:22
arca,ARCA-142-3,Mens Jacket,FASHION,4,2026-06-01 02:15:22
arca,ARCA-854-4,Kids T-Shirt,FASHION,41,2026-06-01 02:15:22
arca,ARCA-931-5,Womens Jeans,FASHION,52,2026-06-01 02:15:22
arca,ARCA-338-6,Womens T-Shirt,FASHION,78,2026-06-01 02:15:22
arca,ARCA-706-7,Kids Jeans,FASHION,23,2026-06-01 02:15:22
arca,ARCA-727-8,Mens Sneakers,FASHION,23,2026-06-01 02:15:22
arca,ARCA-372-9,Womens T-Shirt,FASHION,77,2026-06-01 02:15:22
arca,ARCA-604-10,Mens Socks,FASHION,76,2026-06-01 02:15:22
arca,ARCA-650-11,Womens Jeans,FASHION,59,2026-06-01 02:15:22
arca,ARCA-185-12,Kids Dress,FASHION,12,2026-06-01 02:15:22
arca,ARCA-486-13,Mens Socks,FASHION,12,2026-06-01 02:15:22
arca,ARCA-721-14,Kids Jeans,FASHION,42,2026-06-01 02:15:22
arca,ARCA-419-15,Womens Sweater,FASHION,20,2026-06-01 02:15:22
arca,ARCA-404-16,Kids T-Shirt,FASHION,19,2026-06-01 02:15:22
arca,ARCA-228-17,Mens Jeans,FASHION,38,2026-06-01 02:15:22
arca,ARCA-193-18,Womens Dress,FASHION,13,2026-06-01 02:15:22
arca,ARCA-737-19,Mens Socks,FASHION,38,2026-06-01 02:15:22
vertex_athletics,VERTEX_ATHLETICS-496-0,Kids T-Shirt,SPORTING,66,2026-06-01 02:15:22
vertex_athletics,VERTEX_ATHLETICS-393-1,Womens T-Shirt,SPORTING,33,2026-06-01 02:15:22
vertex_athletics,VERTEX_ATHLETICS-809-2,Kids Sneakers,SPORTING,43,2026-06-01 02:15:22
vertex_athletics,VERTEX_ATHLETICS-528-3,Mens Sweater,SPORTING,4,2026-06-01 02:15:22
vertex_athletics,VERTEX_ATHLETICS-965-4,Mens Dress,SPORTING,17,2026-06-01 02:15:22
vertex_athletics,VERTEX_ATHLETICS-144-5,Womens Sweater,SPORTING,52,2026-06-01 02:15:22
vertex_athletics,VERTEX_ATHLETICS-146-6,Mens Jeans,SPORTING,61,2026-06-01 02:15:22
vertex_athletics,VERTEX_ATHLETICS-220-7,Mens Socks,SPORTING,49,2026-06-01 02:15:22
vertex_athletics,VERTEX_ATHLETICS-106-8,Womens Dress,SPORTING,38,2026-06-01 02:15:22
vertex_athletics,VERTEX_ATHLETICS-525-9,Kids Sweater,SPORTING,38,2026-06-01 02:15:22
vertex_athletics,VERTEX_ATHLETICS-499-10,Womens Sweater,SPORTING,57,2026-06-01 02:15:22
vertex_athletics,VERTEX_ATHLETICS-379-11,Womens Jacket,SPORTING,58,2026-06-01 02:15:22
vertex_athletics,VERTEX_ATHLETICS-729-12,Mens Sweater,SPORTING,23,2026-06-01 02:15:22
vertex_athletics,VERTEX_ATHLETICS-184-13,Kids Sneakers,SPORTING,7,2026-06-01 02:15:22
vertex_athletics,VERTEX_ATHLETICS-790-14,Womens Sweater,SPORTING,41,2026-06-01 02:15:22
vertex_athletics,VERTEX_ATHLETICS-135-15,Womens Jeans,SPORTING,69,2026-06-01 02:15:22
vertex_athletics,VERTEX_ATHLETICS-513-16,Womens Dress,SPORTING,78,2026-06-01 02:15:22
vertex_athletics,VERTEX_ATHLETICS-681-17,Mens Jeans,SPORTING,58,2026-06-01 02:15:22
vertex_athletics,VERTEX_ATHLETICS-230-18,Kids Jacket,SPORTING,67,2026-06-01 02:15:22
vertex_athletics,VERTEX_ATHLETICS-694-19,Kids Sneakers,SPORTING,66,2026-06-01 02:15:22
