tenant_id,sku,product_name,category,quantity_available,last_updated
karat_and_co,KARAT_AND_CO-166-4,Charms Starter Set Pulse,JEWELRY,2,2026-06-01 02:15:22
karat_and_co,KARAT_AND_CO-384-5,Silver Bracelet Air,JEWELRY,40,2026-06-01 02:15:22
karat_and_co,KARAT_AND_CO-307-6,Diamond Pendant Pro,JEWELRY,18,2026-06-01 02:15:22
karat_and_co,KARAT_AND_CO-452-7,Charms Starter Set Special,JEWELRY,17,2026-06-01 02:15:22
karat_and_co,KARAT_AND_CO-554-8,Gemstone Earrings Pro,JEWELRY,32,2026-06-01 02:15:22
karat_and_co,KARAT_AND_CO-350-9,Gemstone Earrings Classic,JEWELRY,41,2026-06-01 02:15:22
karat_and_co,KARAT_AND_CO-992-10,Charms Starter Set Classic,JEWELRY,37,2026-06-01 02:15:22
karat_and_co,KARAT_AND_CO-131-11,Charms Starter Set Pulse,JEWELRY,13,2026-06-01 02:15:22
karat_and_co,KARAT_AND_CO-582-12,Gold Ring Pulse,JEWELRY,32,2026-06-01 02:15:22
karat_and_co,KARAT_AND_CO-140-13,Gemstone Earrings Pro,JEWELRY,20,2026-06-01 02:15:22
karat_and_co,KARAT_AND_CO-658-14,Gold Ring Special,JEWELRY,42,2026-06-01 02:15:22
karat_and_co,KARAT_AND_CO-249-15,Diamond Pendant Pulse,JEWELRY,5,2026-06-01 02:15:22
karat_and_co,KARAT_AND_CO-556-16,Diamond Pendant Pulse,JEWELRY,24,2026-06-01 02:15:22
karat_and_co,KARAT_AND_CO-243-17,Charms Starter Set Pulse,JEWELRY,45,2026-06-01 02:15:22
karat_and_co,KARAT_AND_CO-200-18,Charms Starter Set Pro,JEWELRY,12,2026-06-01 02:15:22
karat_and_co,KARAT_AND_CO-725-19,Gold Ring Pulse,JEWELRY,21,2026-06-01 02:15:22
